latitude,longitude,value
37.1526,138.3609,5
36.5739,138.4612,5
34.1973,139.0952,5
34.0794,132.4162,6
34.0703,132.4255,5.5
35.0145,138.0566,5.5
39.2390,141.1579,5
35.3248,139.0875,5
28.1497,129.2934,5.5
