latitude,longitude,value
35.4867,141.0692,5.7
23.0483,142.5959,5.2
 2.2089, 96.2145,6.5
 2.5043,139.2018,5.8
39.5012, 77.0650,6.1
51.5902,177.5130,6.3
51.0803,179.5335,5.8
43.2245,145.5906,5.4
35.4042,140.4274,5.3
35.5812,140.0382,5.4
36.2061,141.4351,5.3
37.1869,141.2153,5.3
45.0338,149.0972,6.9
23.4958,121.3305,5.3
28.4002,142.2613,5.3
37.1678,136.4947,5.3
11.0313,115.0827,6.0
22.4169,143.1583,6.2
41.5531,142.2122,5.0
23.5119,123.2201,5.3
20.1863,122.0801,5.5
45.2077,150.1873,5.6
26.2193,128.5522,5.0
26.0139,128.4174,5.2
27.1048,140.3049,6.6
27.1716,140.2514,5.3
38.5329,142.0593,6.4
36.1358,137.3974,5.2
41.2889,141.5958,5.3
40.5045,142.4944,5.2
23.1274,121.3835,5.2
31.1822,128.4301,6.0
31.0394,142.0796,5.2
35.4386,140.3661,5.6
35.3792,140.0476,5.1
31.0602,142.0970,5.0
36.2320,141.0239,5.8
38.1056,141.4179,5.1
37.3084,141.2559,5.2
36.1705,137.3772,5.2
31.3263,140.0637,5.2
46.2486,153.5589,5.7
34.0248,141.4089,5.0
24.5108,125.2454,5.0
36.1578,137.3842,5.1
42.3135,143.4214,5.6
36.1143,140.2069,5.3
28.4582,128.2138,6.6
24.1213,122.2572,5.4
24.5264,123.1715,5.0
24.5666,123.1912,5.2
24.5522,123.2264,5.2
25.0012,123.2213,5.3
24.5694,123.2390,5.2
35.3320,141.0677,6.0
35.3569, 82.2495,6.2
33.5739,141.3449,5.4
21.2277,145.0216,5.5
31.3333,138.2150,5.1
30.1305,137.0001,5.1
15.1532,172.4164,6.1
55.0429,158.3576,7.7
33.0863, 86.5182,6.3
24.1013,122.2415,5.2
30.4459,142.0912,5.8
36.1341,141.3626,5.4
37.2068,138.4912,5.1
33.4555,136.5052,5.2
20.0392,121.1666,5.4
 4.1930,101.0808,7.3
 5.3347,151.5183,6.2
37.0700,142.2506,5.3
36.4125,141.2862,5.0
17.0661,168.3020,6.2
38.4337,142.1626,6.1
15.0645,179.5231,5.9
22.1122,121.0716,5.0
24.4795,122.0434,5.1
33.3203,141.0253,5.9
29.5019,130.4420,5.2
29.2443,139.4310,5.1
54.3612,159.3755,7.6
40.5599,143.1483,5.5
40.5746,143.1435,5.2
62.1405, 58.1154,5.6
25.4268,143.5705,5.8
15.1475,173.3166,6.3
32.3078,141.4724,5.0
25.1010,142.3325,5.6
 8.4543,126.1748,5.6
32.1491,138.0699,5.1
36.3546,141.0609,5.5
48.0586,141.1084,6.4
52.4531,168.1441,6.2
24.4216,121.5819,6.2
24.1617,125.1472,5.1
40.0567,142.0652,5.5
42.4142,144.1205,5.0
40.4691,142.4151,6.3
39.2039, 74.5909,6.3
33.1294,135.5393,5.0
36.2705,140.3704,5.2
