latitude,longitude,value
40.3637,143.5047,6.4
40.0428,142.4532,5.3
40.1251,144.1526,5.0
40.3222,143.4255,5.3
40.3044,143.4517,5.6
40.2797,143.4207,5.5
57.4188, 65.5748,5.6
43.0770,147.1609,5.6
39.1876,143.4037,5.7
39.1109,143.5050,5.5
22. 216,168.5028,5.4
39.0678,143.5257,5.3
40.1340,142.1833,7.2
40.1681,142.2528,5.8
40.1000,142.3172,5.3
36.1810,139.5863,5.4
40.1352,143.3688,5.6
35.5625,141.2567,6.0
20.0240,109.0918,5.5
41.5056,142.3583,5.2
43.4415,147.1979,6.2
42.5870,147.0371,6.0
39.2809,143.2538,5.8
27.3072,128.2768,6.0
40.3753,143.5331,5.4
 5.1584,152.0150,5.9
51.1446,179.1032,6.0
34.3590,135.0210,7.4
34.3157,134.5475,5.2
34.4722,135.2656,5.0
43.1163,146.5886,5.9
 5.0300, 72.5500,6.6
10.5748,162.0936,5.5
43.0943,146.4398,5.7
 1.0852,126.0642,5.4
40.3291,143.5035,5.7
 2.3174,126.5430,6.1
43.0912,146.4379,6.2
27.0504,176.3504,5.4
 5.5598,154.2958,6.2
34.4756,135.1827,5.0
 2.1992,138.5298,5.1
 4.2604,134.2856,6.8
43.4097,148.0171,5.9
29.2323,141.4772,5.3
37.4554,178.4512,7.5
37.4794,178.4896,5.8
41.0836,142.1612,5.8
37.5103,178.3612,6.4
15.3630,119.3798,5.2
10.3804,165.0720,5.5
 1.2160,127.2952,5.5
 1.1836,127.2520,6.2
 1.2298,127.2694,6.0
 1.2334,127.2166,5.0
 1.1908,127.2628,6.7
43.3777,148.0448,6.3
34.2643,134.4881,5.1
46.1144,146.0094,5.9
40.3336,125.3234,6.8
43.0264,146.4032,5.7
45.5439,152.2822,6.1
39.4707,143.5500,6.2
24.0771,121.4445,5.9
39.4639,143.4766,5.9
35.0276, 32.1674,5.7
 6.3054,154.5868,5.3
 6.2832,154.5922,5.6
14.3702,175.3762,5.7
13.5994, 14.2814,5.0
39.4401,143.5134,5.2
 2.3972,118.1308,5.8
16.3330, 59.3444,6.2
20.5658,122.0006,5.3
39.1952,142.0732,5.0
43.4609,148.0263,6.2
40.1356,143.3515,5.7
 2.4920,134.1980,5.7
 2.5994, 95.5202,5.3
54.4758,161.1770,5.9
15.0102,118.3954,5.1
38.1163,143.0282,5.3
35.4479,137.3389,5.4
13.0852,166.4056,5.2
 4.1620,135.0366,6.3
 4.1098,135.0654,7.1
 4.0534,135.1530,5.1
36.0589,140.0082,5.4
43.0956,147.1416,5.1
55.5130, 28.1248,5.9
