latitude,longitude,value
29.5070, 80.3192,5.3
24.3759,122.2297,5.4
41.0156, 74.1704,5.8
43.0680,145.5336,5.3
31.3381,131.5369,5.2
18.1314,102.4536,6.9
34.1830, 32.1956,5.4
16.5484,147.0438,5.2
28.4763,129.5479,5.1
28.4853,129.5579,6.0
47.2496, 13.2706,5.7
51.3060,178.1344,5.1
39.2844, 76.5988,5.8
36.1500, 35.5706,5.4
12.5424,166.2256,6.0
26.0886,141.0586,5.7
19.5022,173.4914,5.3
37.3384, 57.1770,5.5
37.3966, 57.1746,6.8
37.3774, 57.3564,5.0
19.5154,173.1734,6.2
14.2916, 76.1656,5.8
55.1410,161.5646,5.3
 9.3846,119.3060,5.6
42.3954,144.3489,5.3
28.1422,176.5058,5.1
37.2330,141.0931,5.6
41.4557,142.5245,6.0
43.5746,149.2477,6.5
21.1116,169.3690,5.2
22.2886,174.5232,5.4
29.5856, 68.1248,7.3
43.4234,147.4874,6.6
38.0450, 48.0300,6.1
39.2532, 76.5034,5.5
34.5788,139.1027,5.1
 6.2886,156.2430,5.1
34.5734,139.1018,5.3
29.2532, 68.4740,5.8
13.2262,166.2712,5.3
10.5460,165.2400,5.1
 1.5310,127.4242,5.1
40.4369,139.2283,5.1
22.2268,175.5370,5.7
29.4890, 71.0882,5.7
24.2210,122.1361,5.0
31.0468,177.4392,6.2
51.5490,159.1932,5.0
13.2670,120.5946,5.0
25.5028,123.4061,5.4
 1.2682,145.2670,5.4
34.5569,137.3151,6.0
 6.3684,105.3084,6.2
30.0816, 68.0132,5.8
 7.3726,157.4716,5.5
 0.5832,137.0438,5.5
35.5812,140.0642,5.1
19.1014,168.4416,5.0
 0.4950,125.5304,5.1
51.1662,179.3198,6.5
31.5837,130.2154,6.4
51.1392,179.2028,5.1
16.1494,173.2046,5.5
23.1842,170.5202,5.0
 7.4644, 82.2406,5.4
11.2472, 60.5652,5.5
51.4896,173.4308,5.2
31.5822,130.1932,5.7
33.2280,132.2589,5.2
31.5821,130.2422,5.1
28.4547,128.2950,5.2
39.3078, 76.5190,5.9
39.3222, 76.5988,5.8
52.0360,171.2448,5.2
26.0136,128.3781,5.1
31.5841,130.2466,5.0
39.3162, 76.5646,6.1
26.0282,128.3813,5.3
39.2844, 76.5394,5.0
23.5834,121.4104,5.1
10.4026,164.1272,5.2
18.2226, 71.1530,5.1
39.3804, 76.5952,5.8
 2.4464,127.1854,5.0
28.0252, 56.5364,5.4
78.2670,125.4926,5.0
12.3504,166.4056,7.9
13.2052,166.2730,5.1
13.3912,166.2418,5.0
13.0948,166.3132,5.5
48.5550, 75.4686,5.2
11.0672, 60.5352,6.5
13.1326,166.2700,5.8
14.0798,166.4704,5.3
13.3594,166.2340,6.0
13.3690,166.3618,5.2
13.3942,166.3054,5.0
45.2396,153.3623,5.7
45.3709,153.3022,6.3
48.2052, 10.0240,5.8
13.2538,166.3954,5.3
34.2214,118.4032,5.0
19.1026,168.4368,5.6
13.1674,166.2790,5.4
42.3024, 42.4116,6.3
 6.5946,153.5262,5.1
18.5958,107.2100,6.8
22.2358,121.2838,5.0
27.1230,176.3048,5.1
14.5436,119.5334,5.0
24.5364, 92.1500,5.6
51.4302,170.4794,5.9
44.4500,117.4614,5.1
13.1194,144.4224,5.8
33.4950, 59.4854,7.3
 3.0900,101.3282,5.1
36.2298, 97.4218,5.8
37.0364,141.1478,5.8
10.1104,121.3942,5.8
51.2346,139.3318,5.1
31.5690,130.1816,6.3
31.5616,130.2065,5.0
16.5760,173.3120,5.1
21.3768,169.5268,5.6
41.0306, 20.1020,5.3
21.3882,169.5340,5.3
30.2562,177.2484,5.4
 1.5226, 99.4422,5.1
20.2628,169.1722,6.5
18.5412,175.5682,5.2
23.0498, 80.0246,5.6
18.4104,101.3624,6.0
18.5490,121.2016,5.6
48.1248,154.5640,5.0
34.3005,137.2999,5.1
27.4140,127.3679,5.4
33.3266,142.1114,5.7
13.0066,166.0996,5.1
22.5334, 70.3276,5.1
15.1272,173.1968,6.3
35.5784,102.3066,6.1
37.0876, 78.0312,5.2
26.5273,140.4862,5.4
26.5449,129.3443,5.3
26.5338,129.3573,5.0
57.4656, 25.2796,5.8
21.1986,171.3252,5.6
35.4890,108.0810,6.1
 2.5292, 97.1974,5.0
 5.5706,147.0156,5.9
