latitude,longitude,value
36.017 ,100.062,5.5
49.192 ,164.100,6.1
 4.198 ,135.088,6.1
 0.336 , 98.409,5.3
25.123 , 97.133,5.9
35.568 , 21.545,5.4
57.543 , 25.397,5.5
20.425 ,174.048,5.6
25.038 ,123.023,5.0
34.128 ,118.322,6.8
34.196 ,118.419,5.9
 3.106 ,135.582,6.8
24.191 ,121.580,5.0
 1.009 ,127.440,7.2
45.170 ,150.049,6.1
41.408 ,143.567,5.5
38.421 , 27.362,5.2
11.163 ,163.511,5.5
24.571 ,122.408,5.1
15.274 ,166.595,5.4
21.229 ,173.586,5.2
10.472 ,128.479,6.6
32.051 ,130.297,5.7
20.348 ,169.216,7.2
51.562 ,158.599,5.4
20.400 ,169.235,5.7
 4.580 ,104.181,7.0
20.190 ,168.455,5.6
36.054 ,100.054,5.5
20.203 ,168.520,6.4
44.280 ,149.090,6.2
20.008 ,168.448,5.7
20.126 ,168.488,5.8
 9.533 ,125.502,5.1
 9.292 ,152.037,5.8
45.161 , 96.143,6.2
42.356 ,142.345,5.0
20.220 ,168.543,5.7
 2.029 ,126.304,5.6
30.511 , 60.358,6.1
17.217 ,174.223,5.0
18.299 ,146.539,5.5
30.470 , 60.308,6.1
39.037 , 20.314,5.1
30.583 , 60.326,5.9
30.475 , 60.330,5.5
29.058 , 52.370,6.0
 9.342 ,154.592,5.6
 9.307 ,159.380,5.4
34.179 ,139.114,5.0
15.596 , 92.257,6.2
51.269 ,159.251,5.1
16.322 ,172.440,5.3
28.596 , 52.447,5.3
27.083 ,176.361,5.0
14.577 ,168.125,5.0
15.295 ,173.091,5.5
51.182 ,178.074,5.9
36.158 ,141.356,5.0
36.156 ,141.424,5.0
26.115 , 96.506,5.6
17.236 ,167.439,6.0
40.343 ,143.572,6.4
40.302 ,143.580,5.0
40.384 ,143.498,5.3
40.382 ,144.046,5.0
23.370 ,126.573,5.8
11.496 , 42.483,5.7
44.132 ,146.421,5.8
22.514 ,123.447,5.5
 3.082 ,135.581,6.3
 7.006 ,155.538,5.2
13.004 ,144.322,5.0
31.368 , 71.206,5.0
 6.413 ,155.133,5.4
37.265 , 20.346,5.0
15.514 ,167.313,5.1
 6.282 ,154.560,6.7
21.067 ,169.418,5.0
 5.374 ,154.035,5.6
 5.421 ,154.072,6.6
36.003 ,131.024,5.2
36.016 ,131.051,5.3
14.062 ,167.287,6.0
14.082 ,167.345,5.5
40.085 ,142.305,5.4
37.290 ,141.391,5.1
56.392 ,117.493,5.4
21.286 ,173.425,6.1
13.042 ,119.335,5.8
31.174 ,131.345,5.6
44.003 ,148.080,5.1
46.300 ,150.110,5.8
36.524 , 67.052,6.3
 1.066 , 97.365,5.8
59.566 , 18.299,5.7
52.556 ,160.063,5.1
34.049 ,135.072,5.1
 2.007 , 99.486,5.5
 2.005 , 99.462,6.3
 2.038 , 99.434,5.8
 7.583 ,123.113,5.6
21.043 ,169.446,5.2
 2.044 , 99.350,5.4
 1.514 , 99.325,5.6
25.251 ,176.109,5.0
44.488 ,149.448,6.3
24.599 ,128.513,5.5
24.074 ,122.304,5.5
24.007 ,122.341,5.0
24.040 ,122.278,5.1
15.328 , 74.460,5.3
23.583 ,122.236,5.7
23.053 ,142.281,5.0
 4.119 ,135.293,6.4
40.155 , 63.081,5.7
22.583 ,142.228,5.6
 1.587 ,138.489,5.1
 7.359 , 94.160,5.6
35.196 ,136.167,5.4
20.564 , 94.096,6.2
 7.248 , 72.020,5.6
10.286 ,112.501,7.2
10.330 ,113.053,5.0
 3.359 , 78.463,5.1
10.362 ,113.034,5.1
10.217 ,112.535,6.4
28.404 , 70.037,5.6
10.233 ,113.377,5.3
10.466 ,113.220,6.3
10.514 ,113.184,5.1
10.476 ,113.346,5.1
10.508 ,113.204,5.1
24.170 ,121.444,5.9
10.244 ,113.247,6.2
28.272 ,129.195,6.1
 2.550 , 76.034,6.6
13.488 , 67.332,6.8
10.094 ,113.407,5.1
10.274 ,113.283,5.6
10.174 ,113.307,5.8
 5.291 ,151.513,6.0
10.277 ,113.371,5.0
25.562 ,124.015,5.2
10.245 ,113.322,6.1
10.125 ,113.509,6.0
42.578 ,171.395,7.1
10.197 ,113.409,5.0
28.581 , 52.385,5.7
28.450 ,176.510,5.8
43.388 ,147.135,6.0
28.401 ,176.523,5.2
 9.461 ,159.460,5.0
34.573 ,139.527,5.0
32.319 , 93.428,5.5
42.153 ,143.047,5.2
40.126 , 53.218,5.2
 3.175 ,135.548,5.1
10.299 ,163.006,5.0
28.104 ,129.427,5.2
10.239 ,125.166,5.5
16.346 ,167.280,5.1
16.372 ,167.311,7.3
16.269 ,167.144,5.2
16.329 ,167.263,6.0
16.419 ,167.259,5.4
16.394 ,167.225,5.2
29.295 ,177.251,5.4
 9.391 ,112.566,5.0
29.248 ,177.260,5.0
23.503 ,175.350,5.8
42.167 ,133.328,6.7
41.173 ,132.490,5.9
 7.403 ,158.208,6.0
15.434 ,173.055,5.6
31.025 , 86.309,5.0
 5.423 ,154.004,5.4
17.338 ,173.200,5.2
16.580 ,167.344,6.5
56.578 , 25.313,5.0
 7.445 ,158.258,5.1
52.236 ,168.179,5.6
16.509 ,167.395,5.8
40.526 ,142.454,5.4
32.332 , 48.209,5.4
 6.195 ,131.321,5.6
52.138 ,174.055,5.0
51.080 ,179.164,5.0
58.472 , 25.404,5.0
21.304 ,173.496,5.5
44.403 ,150.103,5.7
44.381 ,150.238,6.1
38.408 ,142.231,6.1
44.484 ,150.104,5.7
29.109 ,130.307,5.0
37.500 ,142.356,6.2
37.497 ,142.376,5.4
44.517 ,150.162,5.9
45.050 ,150.525,6.4
17.522 , 96.222,5.6
44.437 ,149.370,5.9
44.378 ,149.440,6.3
56.394 ,117.492,5.8
42.451 ,145.097,5.7
20.209 ,173.347,5.1
44.588 ,150.512,6.6
44.595 ,150.452,5.5
44.409 ,150.594,5.4
22.389 ,175.067,5.0
22.403 ,175.050,5.2
44.431 ,150.259,5.9
15.175 ,173.214,5.3
43.296 ,146.038,6.9
40.244 ,125.389,7.0
18.365 ,172.535,5.4
21.164 ,173.386,6.2
11.481 ,164.517,5.3
 0.332 ,126.064,5.2
34.354 ,140.324,5.0
15.599 ,166.401,5.3
 8.550 ,106.296,5.1
38.491 ,119.391,5.7
15.320 ,172.585,5.7
29.076 ,130.098,5.2
22.169 ,174.403,5.4
57.454 ,  8.449,5.6
22.328 ,118.446,6.7
32.112 , 71.403,5.3
38.376 ,143.074,5.3
 7.257 ,126.425,5.3
32.129 , 71.514,5.1
37.100 ,142.131,5.7
 3.199 ,148.278,6.0
17.490 ,167.470,5.4
17.451 ,167.380,6.5
17.486 ,167.484,6.3
43.225 ,147.404,8.3
43.362 ,147.141,7.0
43.077 ,147.460,5.4
43.331 ,147.056,6.3
43.442 ,147.354,5.2
43.320 ,147.145,5.9
43.164 ,148.278,7.1
43.274 ,146.570,6.4
