latitude,longitude,value
 6.5388,126.3474,7.2
 6.3786,126.5394,6.0
 6.4494,126.4854,6.2
11.0960,162.2640,5.9
43.3829,147.4420,6.3
 6.4632,126.5202,5.3
 5.5076,127.2094,5.5
59.2556,147.1368,5.0
30.2518,139.1967,5.2
 8.4218,108.5358,5.1
14.5568,167.1020,6.6
57.0468,153.1266,6.8
56.5604,153.4182,5.0
17.1998,120.5448,5.0
13.0294, 88.3960,7.8
22.3691,144.2295,6.5
28.2994,176.2574,5.1
 4.0276,101.4476,5.3
38.3582, 66.2004,5.1
11.3972,166.2280,6.1
58.0966,  9.2832,5.8
10.1032,126.1338,5.3
27.1248,176.3642,5.0
30.0200,142.2755,5.6
29.5886,142.2120,5.8
30.0786,178.0102,5.0
 5.5466,103.4602,5.0
23.0132,170.0138,5.2
23.2514, 70.1392,8.0
23.3042, 70.3102,5.5
 5.5358,103.1824,5.0
 0.4062,133.2004,5.8
51.2622,177.4782,5.6
24.1014,125.1547,5.7
24.1299,125.1283,5.1
 6.0900,147.4548,5.2
 4.4080,102.3372,7.2
 5.0984,102.2928,5.3
47.0681,153.5221,5.7
19.2964,177.1980,5.5
19.4146,177.2340,5.9
21.2214,174.3546,5.1
20.4145,122.3826,5.9
53.5520,133.3660,5.9
23.3408, 70.0432,5.1
11.1656, 74.3084,5.2
 4.5400,102.2688,5.6
 6.3732,126.5538,5.0
29.3078,101.0774,5.4
 1.1626,126.1494,7.0
 1.3330,126.2586,5.7
37.1140,142.1531,6.0
 1.3438,126.2484,5.3
46.3163,144.4459,6.1
37.0928,142.1616,5.5
22.3918,175.0354,5.1
 6.3492,126.5112,5.6
 6.5664,155.4998,5.4
21.5916,170.1242,6.5
22.0012,170.0648,6.1
47.0894,122.4362,6.6
22.1758,170.1944,5.0
23.4187,120.4857,5.2
38.4596, 74.3330,5.1
28.3790,129.0344,5.1
34.2214, 86.5412,5.8
54.3528,157.1626,5.8
10.2580,161.1788,5.1
29.5508,178.0714,5.0
 5.2172,102.1116,5.3
 7.1236,106.0696,5.6
18.5674,121.2134,5.2
 8.3936, 94.0078,5.9
32.1926, 71.2952,5.6
45.4505,151.3979,5.3
 4.0174,128.0120,6.5
 4.3162,153.0684,5.5
43.4909,147.5655,6.3
34.0794,132.4162,6.6
38.1795,143.4447,5.7
 2.4482,138.5394,5.1
49.0714,156.1146,5.0
11.5088,147.1950,5.3
40.3678,141.5527,5.3
 5.1056,132.2214,6.0
27.3324,176.2016,5.8
 4.2286,102.1194,5.0
32.4008, 73.0654,6.3
37.1658,141.4062,5.3
15.3396,172.3966,5.1
