latitude,longitude,value
28.4616,128.3644,5.1
55.2358,134.3912,7.7
24.2718,122.4938,5.6
40.0718,142.2635,5.4
39.3936, 25.3240,5.8
 4.4320, 95.0570,5.5
47.0506,153.5552,5.1
 7.1206,144.0432,5.0
46.3686,153.1631,5.1
64.5040,146.3018,5.5
30.1980, 57.2802,5.2
 4.5562, 95.5442,6.0
44.2600,141.0099,5.4
43.0240,145.4891,5.2
42.3630, 79.4248,6.2
10.3804,166.2232,6.0
10.3840,166.2202,6.1
10.4092,166.2286,5.9
10.5304,165.2628,5.6
55.2610,135.0108,5.7
10.5376,165.2274,6.3
23.4334,122.0079,5.4
10.5736,165.2142,5.6
42.4212,143.1365,6.9
29.2637,142.3017,5.4
10.5322,165.1704,5.7
 5.0138,153.0624,5.5
29.2057,142.2270,5.2
29.1717,142.1793,5.0
45.2741,151.4573,5.3
10.4794,165.0684,7.4
11.3948,164.5640,5.9
10.5982,165.3930,6.9
10.5100,165.4764,5.8
10.5028,165.5814,6.9
10.5568,166.0108,6.9
10.5316,165.5796,5.2
10.5964,165.4446,6.5
11.0072,166.4728,5.4
30.1435,131.3644,5.3
67.3786,142.3048,6.7
43.2018,146.5004,5.5
30.4644,178.0738,5.5
35.2075,141.1193,5.3
10.4686,166.5412,5.4
29.2514,142.5158,5.4
36.5242,139.2477,5.8
29.0330,131.3000,5.3
17.4326,167.2028,5.7
50.5724,157.1698,6.7
10.5352,165.5526,5.4
50.5370,157.2718,5.8
50.5748,157.2448,6.3
 5.1284,152.3354,5.7
27.1810,128.2692,5.1
24.1709,121.2644,5.6
43.0782,144.4623,5.0
50.5352,157.1308,5.3
42.3748,144.5918,5.0
31.3452,131.5150,5.4
11.3186,165.1116,5.1
39.2027,142.0496,5.0
60.1398,163.2400,5.6
50.4386,160.0954,5.5
20.4542,173.2220,5.9
23.5362,121.0841,6.0
23.3228,175.2562,5.3
28.0414,176.3990,5.5
38.5280,142.0475,5.1
39.3032,143.3110,5.9
39.2791,143.3115,5.1
39.2991,143.3602,5.4
19.1338, 95.3876,5.2
42.3367,131.4322,6.3
36.4497,141.1762,5.0
42.5249,131.2573,5.7
46.4479,152.5429,5.6
21.0194,122.0572,5.8
34.2513,134.4974,5.8
37.3196,141.2436,5.3
24.5198,123.1891,5.3
24.5120,123.1921,5.2
24.4926,123.1486,5.2
34.0284,139.2118,5.7
24.5403,123.1883,5.1
38.2766,141.3718,5.9
25.0013,123.2723,5.5
45.1805,150.5743,7.2
29.5413,139.2445,6.1
51.0588,179.2352,5.2
32.2821,139.2043,5.1
35.4852,141.0755,5.6
33.0366, 75.5178,5.6
34.4467,142.0839,5.4
37.2837,143.3870,5.0
26.4296, 57.4590,5.3
52.2988,171.5724,5.1
43.4179,147.4293,5.2
22.1839,143.2960,5.5
18.2012,145.5066,6.8
45.1631,151.0533,5.0
11.0396,165.0480,5.5
37.4255,141.3772,6.0
26.3636, 57.4710,5.4
26.3012, 57.4272,5.4
52.2040,160.0390,5.8
52.2028,160.1194,5.2
52.3120,160.2172,5.7
52.2364,160.1764,5.8
52.2970,160.0852,5.8
52.2076,160.0378,5.6
52.1686,160.0432,6.1
23.2544,123.4506,5.4
45.1003,142.5448,5.0
39.5736, 67.1884,5.9
34.1091,140.4873,5.2
23.5305,120.5908,6.3
 7.1692,124.5568,5.2
45.2021,151.3138,5.3
45.1886,151.1364,5.2
45.2290,151.2445,5.2
45.2068,151.1067,5.6
45.3255,151.0732,6.2
16.5904,145.4962,5.1
11.2406,166.1794,5.8
35.3866,140.3935,5.2
23.5720,122.3469,5.7
26.2825,128.5926,5.7
10.0024,107.1416,6.4
34.2400, 25.0120,6.0
34.2082, 25.0954,5.7
23.5787,122.1270,5.6
 4.3870, 96.3990,6.2
 4.3984, 96.3900,5.3
51.3708,167.0102,5.2
 7.0168,155.4356,6.0
 3.1614,100.3384,6.3
 3.2154,100.2748,5.4
30.1458,177.3210,5.4
30.3734,142.0900,5.4
23.4205,122.5095,5.1
39.3570,142.1710,5.0
 6.1728,154.4608,5.7
24.1506,121.2594,5.0
42.5818,145.2761,5.0
16.4542,167.4140,5.5
30.2838,176.1716,5.4
37.3031,141.3433,5.4
36.1389,141.5590,5.2
41.4224,174.2022,6.7
34.3072,104.1572,6.2
33.0445,141.4995,5.2
13.0576,145.3102,5.0
31.0797,138.1199,5.3
36.3169,142.4453,5.2
15.1466,173.3004,5.9
38.0976,141.4815,5.8
49.3968,127.2572,5.0
46.3687,145.2949,5.8
39.5246,143.4086,5.2
30.0278, 97.5739,5.7
43.3954,143.3449,5.0
 5.4639, 78.1199,6.3
41.4404,174.0912,6.9
41.4013,174.1574,5.8
46.3691,153.1308,5.0
22.3107,175.1450,5.7
44.3925,149.2228,5.9
51.3222,175.1378,6.9
51.1429,174.5644,5.8
51.1764,174.4920,5.1
47.1449,148.4378,5.7
42.0757,134.0623,5.6
 6.3763,155.0811,5.8
29.5615,139.2505,6.5
51.3344,174.4603,6.5
51.2694,174.4302,5.8
51.3440,174.4733,5.6
51.3438,174.5122,5.9
 7.1592,144.0194,5.3
51.2633,174.3819,5.7
51.3451,174.4296,5.9
37.0308,140.4172,5.4
28.1669,139.0059,5.1
 7.2225, 59.3230,5.0
26.5706, 65.3005,8.0
24.2654,175.0585,5.2
52.5625,171.1822,5.2
27.1095, 65.3031,7.2
30.5553,178.1940,6.2
11.1366, 57.3541,5.3
27.5967,130.1526,5.0
45.2405,150.3408,5.3
 3.5780, 95.5180,5.2
 9.4759,123.4131,5.4
 6.2674,154.5586,7.0
38.1046,141.4213,5.1
37.4353,141.5536,5.0
37.1178,144.3412,7.1
37.1214,144.2710,5.5
37.1475,144.2289,5.6
43.0797,131.2824,5.2
23.3105,121.3077,6.2
30.1753, 71.3129,6.3
44.0739,148.0909,5.0
23.3814,112.3574,5.5
19.1027,172.3847,6.0
36.0041,140.0685,5.0
38.1706,142.4553,5.1
19.1282,172.3199,5.1
26.0883,128.3102,5.1
30.2514,140.5883,5.0
28.1904,176.4639,5.4
36.0013,140.0508,5.6
54.4115,162.1814,6.2
51.3286,178.5990,5.6
41.2760,142.0351,5.5
28.5766,129.4244,5.2
60.1576, 47.0373,6.8
35.3565,140.0900,5.5
60.1643, 46.2407,7.7
34.2370,137.0660,5.6
 2.3842,128.2603,5.8
 8.5488,138.3199,5.5
46.2085,153.3636,5.5
45.5916,141.4851,5.2
45.3497,151.1229,6.0
42.0080,141.3159,5.0
 2.0203, 96.4070,5.4
36.3334,141.2951,5.2
23.5942,143.3242,5.4
 6.3745,126.1049,5.0
44.3333,149.2291,6.0
44.3470,149.1574,5.4
36.2440,141.5335,5.0
23.1607,143.0310,5.0
35.3852,140.4385,5.5
21.4597,147.0537,6.2
30.1075,138.5716,5.2
35.5578,140.0827,5.2
35.3989,140.4317,5.5
35.3763,142.1178,5.6
36.0537,142.3172,5.3
40.1275,142.1960,5.0
20.4532,146.3998,5.3
 1.1798,126.1473,5.3
36.4149,140.3772,5.0
