latitude,longitude,value
44.5317,148.0366,5.0
30.3901,142.1784,5.3
55.1229,163.1468,5.5
24.1100,121.3846,5.1
43.3314,145.0281,5.3
35.4361,142.1706,5.1
 5.3522,133.5534,5.4
30.3422,142.2638,5.2
 4.3647,119.4543,5.0
 5.3929,146.1967,5.5
29.1257,139.4477,5.2
35.5260,140.2893,5.0
 1.2021, 97.1441,5.6
19.1711,174.1026,5.1
 1.3234,145.1285,5.6
25.4429,175.5267,5.5
52.3892, 31.5410,7.0
22.3608,121.2564,6.2
39.5234,143.1156,6.7
40.0512,142.0672,5.4
39.3995,143.4308,5.4
10.4559,164.0730,6.0
16.2587,168.0890,6.2
16.3078,168.0543,5.4
39.5476,143.4393,6.2
41.5868,142.4297,5.2
39.5369,143.3660,6.0
39.3802,143.2296,5.7
31.0534,142.0822,5.8
39.2040,143.3766,5.0
38.2783,142.0590,5.1
 0.4673, 98.4297,6.3
50.3045,173.1740,5.1
37.2001,141.3529,5.0
34.1718,141.3513,5.1
18.4519,146.2540,5.6
 0.3245,122.1840,5.6
 1.4012,126.3130,5.8
 4.4711,154.5267,5.7
23.4287,121.4161,5.6
42.2116,143.0577,5.0
36.2109,143.0216,5.4
 1.3921,126.2908,5.1
10.5754,162.2918,5.8
 6.5405,132.3252,5.2
 6.1760,147.4511,5.8
 5.3286,152.4333,5.3
15.1006,173.1348,6.4
13.4761, 65.5148,5.3
37.1334,143.4152,5.2
15.1179,173.2099,5.4
39.2127,143.3831,5.0
30.2841,142.4896,5.1
23.5734,122.2564,6.3
23.5996,122.2784,5.1
 5.4105,102.2866,5.8
23.5747,122.2859,5.9
23.5603,122.2917,6.0
28.1383, 84.4388,7.9
32.5801,140.3282,5.1
28.2341, 87.1904,5.8
23.5396,122.2907,5.4
27.4627, 86.0104,7.0
26.0087,128.3309,5.0
40.0355,142.5274,5.4
 5.2250,151.4624,6.7
 5.1203,151.4664,6.6
31.3104,140.2129,5.7
 5.3788,151.4054,6.0
 5.2774,151.5251,7.9
 7.1305,154.3340,7.0
 7.0515,154.2411,5.0
 1.3242, 97.5416,5.5
 6.0722,149.4937,5.8
 5.4608,151.3541,5.4
31.1483,142.0994,5.1
31.1391,142.0876,5.9
47.0110,154.2328,5.7
27.4852, 86.0393,7.6
38.5177,142.0901,6.8
 9.4321,150.2530,5.1
27.3362, 86.0440,5.2
18.3692,168.3512,5.5
 9.4825,160.2002,5.3
28.3374,129.3721,5.0
11.0335,163.4175,6.9
11.0656,163.1292,7.0
 4.4708,152.3548,5.7
59.3918, 26.2728,5.3
36.0326,139.3832,5.2
41.4632,135.4922,5.2
 0.1966,135.4405,5.6
