latitude,longitude,value
47.1505,154.2336,5.5
23.2616,121.4440,5.2
21.2856,169.5154,5.0
 8.1860,115.4728,5.4
21.2940,169.5448,5.0
22.2256,169.4368,5.9
22.1944,169.3696,6.2
22.1518,169.4098,7.1
34.1294,136.4286,5.4
20.3546,122.2963,5.8
 6.0432,149.2406,6.1
36.4176, 53.2112,6.1
21.5982,170.1476,5.5
43.5137,146.1040,5.2
 3.3168,151.0384,6.1
 0.2388,132.0546,5.3
37.1575,141.0766,5.4
32.4351,140.3804,5.4
44.3754,149.1021,5.7
 1.4092,138.5904,5.4
 3.0720,127.2400,6.5
20.4890,174.0978,5.5
44.4385,150.0192,5.6
 3.4368,140.2256,5.5
23.2753,122.0791,5.6
40.0862,141.5373,5.4
 3.3690,135.3228,7.1
 4.0018,135.0138,7.5
 3.3990,135.2034,6.9
 3.3156,135.3486,5.6
 3.3762,135.3366,5.5
 3.2436,135.3678,5.1
19.1356,173.3108,5.8
21.3373,143.2207,5.4
34.4644, 73.1296,5.2
34.4788, 73.1236,5.1
43.0572,145.5962,5.8
58.2550, 14.5778,6.5
 1.3354,100.2928,5.7
14.4440,175.3780,6.3
54.3690,162.4884,5.1
24.0650,123.0819,5.1
27.4686,176.3240,5.4
18.4392, 12.3372,5.0
26.2108,141.1428,5.3
42.5269,146.3114,5.7
32.2430,178.3540,5.4
 3.2484,145.2100,5.2
 5.0672,152.3528,5.4
12.5754, 93.0810,5.2
32.2286,178.1146,5.9
31.3834, 91.1416,5.3
 2.0786,125.0636,5.2
32.1590,178.2148,6.4
36.1932,141.0049,5.2
 3.4926,126.2544,5.0
17.1602,172.1896,5.8
34.3534, 23.1956,5.7
42.1859,144.4321,5.4
23.4554,176.0012,6.1
18.4728,144.4584,5.4
45.2292,118.1536,5.2
41.4548,144.2231,6.1
41.4592,144.2313,5.4
 6.1536,154.4560,5.5
33.5724, 89.1074,5.8
11.1668,124.2706,5.0
39.5082, 40.5244,5.3
 6.0096,104.0462,5.2
29.5922, 71.5910,5.1
20.3210,174.0360,5.5
36.2341,141.0924,5.6
 1.1788,137.5568,5.0
20.2616,173.5616,6.0
55.4062, 27.5244,5.2
24.2814,176.0066,5.2
 8.0264,137.1290,5.4
13.0642, 93.1308,5.4
24.4032,176.1038,5.5
 3.4374,140.0486,6.0
42.4993,144.5965,5.9
22.2910,169.4296,5.1
71.0402,  7.4482,5.6
19.2244,169.3786,6.2
30.0828, 67.2580,5.4
