latitude,longitude,value
38.1470, 71.2802,5.1
12.2544,141.5730,5.9
 5.1782,145.5154,5.6
12.5298,166.0870,5.0
 8.4458,157.2862,6.4
 8.4794,157.2076,7.1
 8.5502,157.3636,5.1
 8.2250,157.0522,5.5
 9.0114,157.3306,6.7
 9.0786,157.3756,6.2
40.3912,124.4152,6.3
11.3060,142.0492,5.8
42.2116,143.0708,5.3
26.4325,126.2310,5.4
43.2263,147.0330,5.7
38.0311,143.3163,6.0
46.2713,153.3732,5.9
12.2904,166.1758,5.4
 8.5982,158.0426,5.4
23.4722,121.3844,5.4
38.2532, 22.0258,5.0
 8.1230,129.0174,5.2
 9.1080,157.4536,5.2
30.5246,131.0903,5.5
14.0600, 14.3324,5.6
13.3834,125.2916,5.4
28.3663,141.0398,5.2
18.5688,169.3990,5.5
 6.0672,154.2778,6.0
19.2604,173.5142,5.2
46.3406,153.1923,6.4
23.1921,123.4167,6.4
 9.5430,113.5070,5.3
24.0924,175.4872,5.1
21.5412,174.4602,6.2
40.1916,143.5060,5.0
29.4536,177.5016,5.5
42.3722,131.0381,6.7
46.4095,153.0247,6.2
43.5811,148.1390,5.8
13.3042,166.4836,5.1
21.3066,173.4668,5.3
23.5982,122.5468,5.2
23.3816,176.0228,5.8
23.4023,122.4858,5.7
25.5512,128.4080,7.0
36.0732, 72.5388,8.5
33.2532, 71.4968,5.9
25.5772,128.3873,5.0
34.4657,142.0858,5.0
34.5418, 71.3702,5.8
18.1092,122.2394,5.6
23.0026,120.3580,6.8
22.4954,122.0421,5.3
23.0231,120.3095,6.1
45.5193,151.4100,5.2
36.3786, 73.1338,5.8
36.3990, 73.2244,6.7
 3.4572,100.5946,6.6
43.5304,147.3706,6.2
38.5184, 39.5916,6.0
19.2179,145.1250,6.0
51.2934,173.3186,5.5
34.1740, 71.5346,7.0
46.3770,152.5716,5.8
34.1398, 71.5502,5.4
 2.1152,133.0120,5.2
37.3685,141.2830,6.0
 1.2010, 97.1206,5.7
37.4345,141.4908,6.5
38.3012, 73.3918,5.1
38.3156, 73.3204,5.4
 2.4494, 83.4098,5.5
54.2976,110.0630,5.0
18.2814,120.4416,5.4
13.4962,120.0426,5.6
27.5718, 70.4926,5.9
43.1150,138.3470,6.0
13.4002, 92.4986,6.3
32.1782,115.1668,7.3
 0.1128,125.0036,5.6
 2.2298, 97.0288,7.9
 3.4644,141.5562,5.7
12.5838,166.3138,5.5
23.1815,122.0449,5.6
10.5268,161.0696,7.0
33.0990, 96.3288,7.0
54.2910,161.0234,5.4
35.3798, 67.3948,5.4
15.1626,173.1314,5.8
 1.5472,128.0732,5.5
37.5948,142.2366,5.4
22.1262,123.4954,6.6
29.4363,141.2944,6.3
38.0432, 73.2724,6.0
 4.0324,101.0576,6.6
18.0348, 70.3282,5.9
12.5994,145.1494,5.2
45.1711,150.0216,5.2
 8.1014,128.5616,5.1
