latitude,longitude,value
19.0709,120.1631,5.3
37.0129,143.2042,5.5
24.3473,123.2753,5.3
47.5244,154.4434,5.1
40.0361,142.4342,5.0
51.1021,179.1351,5.1
28.5843,142.2881,5.4
13.2134,146.0802,5.9
38.1431, 20.2507,5.1
32.5446,177.5284,6.3
29.5938,139.0591,5.0
20.1960,120.1574,5.1
38.1582, 20.2338,6.1
 7.1150,128.1030,5.5
38.3856,142.2561,5.3
28.1352,140.2044,5.1
 8.1246,124.3170,5.0
34.1168,140.0988,5.3
35.5432, 82.3518,7.2
30.0544,177.4692,5.0
18.3171,120.2583,5.2
 1.1241, 97.1573,5.2
43.2203,147.3885,5.4
27.2297,127.2370,6.5
26.1850,127.2092,5.0
30.5881,141.3274,5.1
40.4972,125.0803,6.9
 3.0514,148.3319,6.1
51.1251,179.0654,5.0
33.4150,131.5348,6.3
27.0851,140.2785,5.3
 3.5941,100.2569,5.2
19.5884, 70.4213,6.7
20.0101, 70.5302,6.2
23.5823,122.2516,5.1
 5.1788,152.5438,5.7
23.5621,122.1695,5.7
27.5303,177.0773,5.6
60.4386, 25.1972,5.2
 5.1506,152.4739,5.5
 5.1129,152.5006,5.7
19.4575, 70.5244,6.1
29.2151,139.4921,5.3
19.4139, 70.5123,6.1
28.0782,131.3631,5.4
29.0988, 68.4475,5.4
36.2225,141.4884,5.4
19.3658, 70.4615,8.0
20.0455, 70.4995,5.3
39.1022,141.4589,5.4
20.1868, 70.3454,6.4
20.3425, 70.2959,7.5
20.4781, 70.3519,6.3
 5.1450,102.1681,5.8
39.1139,142.2524,5.3
20.0764, 70.5108,5.5
20.3954, 70.3883,6.0
 6.4727,154.5701,6.6
 6.4322,154.5776,5.7
11.1621,162.0889,7.9
11.2780,162.0307,7.7
46.4644,153.3658,5.5
11.0832,164.4883,5.7
67.4311,162.4007,5.2
67.4218,162.4170,5.1
 6.3935,155.0521,6.7
 6.4528,155.0145,7.8
20.0170, 70.5518,5.5
 7.0988,155.2011,6.2
17.2265,119.5699,5.3
49.3833,127.4390,6.7
19.4240,120.0439,5.0
 1.5774, 97.5803,5.6
 3.4889,127.2405,5.5
37.5639,144.0804,5.6
22.3450,144.2241,5.5
34.5719,139.2886,6.0
 9.4500,159.5008,5.1
19.3934, 99.4018,6.3
 6.5759,154.5407,6.1
20.2898,145.5101,5.8
 6.2704,144.5543,6.0
 6.2558,144.5618,6.2
 9.2299,122.0362,6.0
 4.1491, 92.4544,5.9
24.2685,141.2860,5.0
23.4142,121.2803,5.5
18.1207, 88.0226,5.6
56.0284,113.5423,5.2
40.1736, 25.2333,6.8
54.5841,165.3898,5.1
 2.0101, 89.4655,5.5
59.0160,136.4487,5.5
67.4662,162.1723,5.6
40.2238, 51.3443,5.0
10.0737, 91.0552,6.5
39.2377,141.0646,5.5
36.3703,141.4821,5.6
37.0432,141.0981,5.6
34.0001,139.4913,5.3
24.1729,125.1225,5.1
19.5849, 70.5670,5.5
13.3351,166.4966,6.2
19.5045, 70.5220,5.5
19.4816, 70.5533,5.1
19.4860, 71.0022,5.5
29.5863,177.4348,7.1
52.1226,176.4188,6.4
52.1492,176.2763,5.7
24.3109,142.2687,6.2
28.1896,139.1069,6.2
55.1540,166.5404,5.5
55.1534,166.5304,5.7
