latitude,longitude,value
50.3345,139.2693,6.3
28.3767,177.1686,5.3
45.0037,130.3209,5.7
30.3162,132.5312,5.8
22.1316,143.4980,5.6
28.0275,129.2958,5.4
 3.5379,126.5173,6.6
44.2584,141.1263,6.2
41.5821,142.4807,6.7
21.2453,176.0746,5.7
22.5003,121.1753,5.6
 5.1771,153.1472,6.0
 5.1863,153.1519,5.5
 2.5195,147.0831,5.2
39.4085,142.5442,5.3
25.2470,123.2547,5.7
22.4875,120.2695,6.4
 6.3724,154.4453,6.6
 9.3803,119.2408,6.0
30.1861,139.0702,5.7
 0.5158,129.0363,6.0
22.5436,120.5798,5.0
37.1397,142.1016,5.2
24.3652,143.2179,5.6
51.4738,139.3574,6.0
23.4936,123.2221,5.3
 4.5713, 94.1979,7.8
 9.2471,125.1130,5.0
43.2448,149.0401,5.0
51.2698,173.5835,5.3
29.4386,129.1710,5.6
 4.4350,125.0889,5.2
54.1764,162.4877,6.4
33.1940,136.2299,5.8
 3.2151,144.5322,6.2
57.0048,157.5593,6.1
14.1941,166.5131,6.9
14.0410,166.3747,6.8
 8.1222,107.2314,5.6
 4.0893,102.1266,5.3
32.4450,130.4852,6.2
32.4653,130.5097,5.4
32.4602,130.4964,5.0
32.4204,130.4666,6.0
14.3170,166.2600,6.2
32.4527,130.4578,7.0
32.4519,130.4569,5.3
32.5179,130.5394,5.8
32.5783,131.0521,5.6
33.0159,131.1146,5.6
33.1629,131.2374,5.1
32.5082,130.5010,5.2
32.4195,130.4320,5.1
 0.2291, 79.5531,7.5
33.0012,131.1199,5.5
32.3211,130.3812,5.3
37.4629,141.4133,5.9
21.1802,121.1267,5.4
38.1059,141.4143,5.0
24.0790,121.4097,5.6
16.0257,167.2272,7.1
43.2943,147.3601,5.7
31.0572,128.5958,5.4
24.3956,121.5542,5.9
24.4189,121.5986,5.7
43.1226,146.3915,5.0
24.3571,121.5544,5.1
31.0124,129.0012,5.0
36.0204,139.5321,5.4
24.2295,141.5543,5.1
 0.2968, 79.3696,6.6
31.0136,140.1345,5.5
26.5797,130.1824,5.8
25.2699,122.3057,6.3
47.1076,154.5052,5.9
 2.0580,100.3992,6.2
30.0141,177.5015,5.7
 1.1673,126.2227,6.0
11.1492,116.1601,5.7
38.2615,144.2422,5.0
26.5733,130.1863,5.6
26.5627,130.1559,5.3
26.5466,130.1611,5.6
41.5691,140.5922,5.2
20.1676,169.0442,6.3
20.1289,121.2974,5.0
22.5750,143.1940,5.4
23.2984,123.1994,5.8
39.2876, 73.2033,6.6
36.5939,142.2412,5.7
39.5208,144.3635,5.0
15.0170,172.5258,5.8
28.0031,176.2658,6.5
33.2536,139.2534,5.1
35.2491,140.2117,5.0
36.0126,139.5691,5.0
47.0555,147.2254,5.8
45.1702,150.5881,5.3
26.3254,128.4487,5.2
 2.5814,148.0207,6.4
36.2704,140.3685,5.3
18.5010,145.4557,7.7
23.5788, 82.3339,5.4
25.0757,141.5418,6.2
22.2859,173.0700,7.2
37.2277,141.4499,5.5
55.1711, 31.5260,7.3
36.3360,141.0793,5.4
39.3728,143.3846,5.3
40.2201,143.4673,6.0
40.2205,143.4121,5.9
40.2433,143.2996,5.3
40.1869,143.3873,5.2
28.2983,141.4780,5.0
40.3868,143.4163,5.3
39.5244,143.4469,5.3
38.2293,142.1010,5.1
29.5163,139.2630,5.6
42.4338, 13.1126,6.1
30.3474,138.1320,5.9
47.0421,153.5823,5.7
37.2152,179.0877,7.2
34.1989,141.4781,5.2
54.2492,168.3249,6.1
36.2328,141.0181,5.5
35.4924,129.1570,5.1
35.4789,129.1630,5.5
 9.1974,159.1004,5.7
16.0340,167.2917,5.5
30.3311,142.1924,5.9
34.2487,141.5211,5.0
34.2378,141.5063,6.2
34.2359,141.3557,5.2
34.2104,141.4209,5.4
34.2685,141.3865,5.2
30.2961,142.1071,5.0
34.2560,141.4818,5.0
34.2373,141.4701,5.0
41.3910,142.5960,5.3
27.2575,128.3725,5.6
34.4265,141.2160,5.2
27.4378,142.0562,5.8
22.4720,121.3118,5.8
42.1954,143.0254,5.0
 6.0020,148.5323,6.7
35.5176,140.3148,5.3
22.3458,143.5396,6.2
35.2283,133.5137,6.2
43.4600,147.5803,5.9
45.1194,150.5247,5.3
42.5738, 13.0400,6.0
45.1614,150.2628,5.4
42.5173, 13.0577,6.6
38.4149,142.1683,5.0
38.2784,141.3648,6.1
24.0410,122.2596,5.0
42.4424,173.0324,8.1
42.1856,173.4177,6.1
33.5056,135.2781,5.3
35.5265,140.5768,5.3
37.2128,141.3625,6.9
37.1460,141.2266,5.2
37.1074,141.2669,5.3
27.1879,140.3366,5.8
37.1047,141.2074,5.8
31.4663,138.2173,5.3
24.0129,122.2671,5.1
39.1639, 73.5866,6.7
52.1519,174.1019,5.6
40.1714,144.0181,5.0
 5.1700, 96.1007,6.9
40.2721,126.1162,6.3
10.4087,161.1964,8.4
10.5050,161.1882,6.6
21.5869,145.0314,6.1
21.4899,145.0005,6.4
10.1405,161.1193,5.7
37.1855,141.3834,5.2
10.1050,161.1363,6.4
21.4865,146.0102,6.3
43.2438, 73.5648,7.7
36.4321,140.3445,5.9
25.1517,141.0477,5.3
37.2130,141.2459,5.1
