latitude,longitude,value
31.2568,138.3399,6.8
28.3678,176.5610,5.3
39.2045,142.0384,5.1
10.3702,165.0960,6.4
36.5807,141.1823,5.6
38.2263,142.3733,5.4
19.1212,121.0936,5.4
11.1062,125.5022,5.4
10.5796,165.3420,5.5
37.0358,141.1145,5.0
38.1056,141.4159,5.1
22.1046,142.5790,5.0
21.3903,143.0286,6.1
35.2935,138.5862,5.2
40.0919,142.2561,5.5
14.1008, 75.3810,5.9
17.4962,167.0798,6.9
17.2268,167.1662,5.8
17.2778,167.1122,5.5
17.5688,167.1356,5.7
 9.5994,123.1236,6.6
 9.5310,123.0570,5.9
 9.4926,123.0480,5.7
37.5192,138.1025,5.4
38.3322,144.1029,5.2
41.0858,123.4740,5.4
36.1322,141.3791,5.4
36.1300,141.3582,5.8
 7.3006,146.5748,5.1
22.3891,120.4606,5.9
51.4248, 95.5946,6.6
23.5016,123.2164,5.5
46.4206,153.0079,5.2
25.3005,127.1550,5.4
28.1058,139.4451,5.5
37.1730,141.4064,5.4
35.2018,141.1679,5.6
36.2636,140.3754,5.3
35.1457,141.2200,5.2
22.0846,170.2040,6.4
21.3174,169.4614,5.4
40.0903,142.3071,5.0
39.2298, 81.1842,5.6
35.3336,142.2443,5.2
19.0750,169.3678,6.7
36.4306,140.3675,5.2
35.4283,142.2575,5.2
55.0876,157.3402,5.1
44.4727,147.5769,5.5
40.4652,145.1365,6.9
40.4087,144.5804,6.0
40.4280,144.5788,5.9
40.5302,145.0764,5.6
35.4486,140.5592,5.9
 5.3570,151.0252,6.0
35.5288,139.3541,5.5
37.5070,133.3571,5.1
39.0626,142.1982,5.1
41.3013,142.0220,5.2
36.4510,142.2364,5.1
37.4057,141.4615,5.2
47.2294,154.0943,5.0
39.4838,142.2003,6.0
37.3098,141.2837,5.1
37.0461,141.0799,5.7
 5.3924,133.5256,5.0
23.5734,122.1991,5.5
 2.1962, 93.0378,8.5
36.4976,141.2057,5.3
37.2713,141.4406,5.5
36.5683,141.2534,5.8
36.5744,141.2246,5.0
18.5832,168.4446,6.2
 2.3486, 90.1614,6.1
31.5364,177.1416,5.5
28.3602,139.0760,5.5
24.0407,121.3850,5.2
 3.1536, 93.5118,5.7
 3.1614, 93.4926,5.7
 2.0948, 93.2160,5.5
 0.2244,125.1758,5.0
48.3345,155.1659,5.7
 8.5208, 93.5694,5.6
24.1368,175.5700,5.6
35.4336,140.4073,5.5
 9.0066, 93.5670,5.7
41.2875,141.5882,5.1
 3.2028,100.2634,5.0
 2.4224, 94.3054,5.9
35.4297,140.3604,5.8
39.4453,142.1530,5.5
 1.4542, 89.3588,5.6
25.3149,141.0821,5.3
38.1007,141.4412,5.2
41.3318, 46.4314,5.0
45.4240,151.5762,5.0
30.4193,139.0387,5.2
38.3672, 70.2124,5.7
39.3822,143.3761,5.1
39.4193,143.4084,5.7
44.5340, 11.1380,6.0
44.5227,151.2979,5.2
39.3110,143.4119,6.0
39.3223,143.3727,6.4
39.3680,143.3652,5.3
39.2426,143.2996,5.4
39.3878,143.4926,5.2
27.1089,127.2828,5.2
41.2062,142.0742,5.9
46.4018,153.0372,5.5
50.2520,139.3096,5.8
50.2112,139.3216,5.8
72.5760,  5.4098,6.1
27.1040,140.4410,5.3
27.0013,140.3897,6.0
 2.4920,100.0930,5.2
35.4836,140.0522,5.2
54.2208,168.5550,5.5
44.5106, 11.0516,5.8
44.5328, 11.0048,5.3
36.0166,139.5251,5.1
 7.4152,106.2226,5.2
34.5956,141.2224,6.1
22.2810,121.3070,5.7
46.3652,152.5524,5.2
24.2501,122.1603,6.0
36.2520, 28.5280,5.9
23.3966,121.3985,5.2
42.0996, 84.1674,5.1
15.3558,119.3378,5.7
 8.3066,160.2136,5.2
38.5248,142.0546,6.3
53.2106,171.3714,5.7
53.2106,171.4206,5.2
39.2270,143.4545,5.1
 2.3768, 90.3054,5.0
57.3606,163.1170,5.8
15.1332,173.1608,5.1
15.0828,173.2046,5.0
37.1006,141.1180,5.2
43.2598, 84.4200,6.4
35.0003,139.5221,5.1
45.2613,151.3274,5.1
 4.3906,153.1776,5.3
45.2506,151.4417,6.0
29.1962,130.1366,5.6
36.4989,138.2330,5.0
45.2209,152.0103,5.7
45.2323,151.5026,5.5
45.2671,152.0533,5.8
45.2879,152.0691,5.0
45.2820,151.5411,5.4
45.2879,151.5257,5.5
 1.1776,137.0318,5.3
49.3036,155.3594,5.0
49.2442,155.5442,5.7
49.2124,156.0792,5.5
24.5877,140.5524,5.4
42.2936,143.0154,5.1
 2.4242, 96.0270,6.5
 9.4164,159.4362,6.5
21.5084,142.5899,5.3
 4.3906,153.1038,6.3
47.1115,139.2752,5.7
39.0586,142.2837,5.5
 4.3924,153.1650,5.7
29.2825,130.4144,5.4
25.5504,124.5946,5.4
16.0120,178.0372,5.5
52.3798,167.2526,6.2
38.1974, 46.4956,6.7
35.3966, 82.3108,6.1
49.1100,145.5290,7.7
28.1745,139.0451,5.1
 1.1890,120.0576,6.1
15.3588,173.0252,5.4
35.5501,140.2654,5.0
36.5434,141.2695,5.0
 0.1032, 92.0336,5.5
42.2088,143.0311,5.2
27.1866,176.4842,5.2
33.2610,179.3198,5.1
42.1967,143.0664,5.9
36.5806,141.0499,5.1
 4.2454, 92.5916,5.0
38.2449,141.5485,5.5
10.2328,126.4314,5.1
 6.3660,123.5250,5.4
10.4248,113.5586,6.1
22.0071,120.4104,5.3
12.2856,166.3078,5.7
 3.3966,140.1512,5.3
27.3450,103.5898,5.4
27.3432,104.0042,5.1
21.4159,143.1892,5.6
 3.1062,135.0654,5.9
45.1368,151.3719,5.5
45.1809,151.3501,5.6
11.5028,143.1308,5.7
34.4698, 24.0660,5.0
25.0429,123.2169,5.0
35.5161,140.3243,5.1
 3.1914,100.3564,6.3
10.4392,113.5190,5.3
39.4908,142.1552,5.1
20.5376,174.1164,5.1
51.3552,178.1770,6.5
24.0817,146.2684,5.3
36.5514,141.2379,5.3
39.4997,143.3123,6.0
39.4674,143.3203,5.0
26.1743,125.0913,5.0
18.3258,120.5634,5.0
