latitude,longitude,value
21.237 ,174.118,5.7
 7.096 ,148.295,5.3
 7.089 ,148.294,5.9
33.329 ,132.191,5.1
 1.593 ,126.496,5.1
23.287 , 95.590,7.1
55.215 ,  1.376,5.3
18.010 ,173.396,6.0
 5.258 ,151.509,6.0
17.572 ,173.435,5.3
23.423 ,121.218,5.5
43.192 ,146.591,5.1
38.108 ,143.352,5.2
 2.092 ,138.564,6.1
 3.296 ,102.380,5.2
 0.296 ,126.098,5.4
51.401 ,174.166,5.3
32.445 ,137.568,5.1
15.314 ,177.099,6.1
 9.515 ,159.055,6.9
48.132 ,154.219,5.7
 8.493 ,126.358,6.6
 9.015 ,126.346,5.0
58.251 ,175.267,6.5
45.153 ,151.034,5.6
40.201 , 78.572,6.1
72.104 ,126.497,5.0
40.171 ,142.182,5.4
21.547 ,175.091,5.1
21.501 ,175.110,6.1
60.497 ,167.071,6.6
61.017 ,166.590,5.3
 3.488 ,144.238,5.4
50.530 , 29.209,6.3
23.055 ,120.025,5.3
51.478 ,175.149,5.1
34.491 , 26.170,5.4
48.164 ,154.511,5.0
40.033 ,113.572,5.3
21.422 ,122.021,5.2
15.391 , 95.419,6.1
 6.008 , 77.091,6.3
 5.571 , 77.052,6.7
15.011 ,175.351,6.7
 3.086 ,130.185,5.4
10.587 ,166.450,5.4
20.034 ,169.035,5.4
27.113 ,127.311,5.3
14.554 ,175.090,6.0
13.155 ,123.115,5.4
42.430 ,144.508,5.4
 9.002 ,126.473,6.1
 9.037 ,126.494,5.2
42.293 , 43.388,7.0
42.271 , 43.530,6.1
27.592 ,139.599,6.1
27.203 ,140.293,5.3
10.173 ,125.155,5.2
10.194 ,125.151,5.5
29.501 ,131.351,5.4
39.225 ,144.580,6.6
10.193 ,125.177,5.1
19.187 ,156.211,5.0
21.485 ,174.012,5.3
 3.255 , 82.484,5.5
 4.226 ,142.373,6.0
 1.049 ,122.542,6.8
 7.317 ,126.341,6.4
22.163 ,174.110,5.0
 4.056 ,125.300,5.2
54.316 ,161.352,6.7
 6.017 ,130.376,5.0
40.173 ,144.009,5.1
 6.005 ,103.544,5.2
44.387 ,150.484,6.1
36.166 ,141.436,5.0
12.372 , 95.094,5.0
84.251 ,108.101,5.3
14.512 , 96.188,5.2
42.451 ,143.249,5.4
42.263 , 43.595,6.1
58.149 , 24.120,6.5
39.283 ,141.538,5.3
15.152 ,120.304,5.4
15.067 ,120.241,5.1
10.034 ,125.529,5.8
15.121 ,120.269,5.3
39.314 ,145.015,5.4
 0.082 ,149.167,5.3
 1.101 ,122.457,7.1
 6.007 ,104.514,5.0
23.592 ,108.295,6.1
36.386 ,140.581,5.3
38.252 , 21.105,5.1
24.245 ,108.137,5.4
34.157 ,118.001,5.2
14.270 , 13.346,5.5
15.473 , 75.047,5.9
 8.073 ,124.394,6.4
 8.083 ,124.385,5.2
 3.469 ,135.530,5.2
 9.388 ,114.358,5.5
47.411 ,147.017,5.7
43.150 ,145.423,5.3
42.082 ,125.366,6.9
48.438 ,154.567,5.9
36.252 ,138.303,5.1
45.026 ,151.105,6.0
 8.154 , 94.063,5.0
54.332 ,161.385,5.5
 3.007 ,128.271,5.3
32.217 ,139.071,5.0
36.301 , 44.046,5.2
26.524 ,176.239,5.1
29.225 ,129.010,5.4
21.202 ,174.326,5.8
 3.481 , 95.251,5.4
35.491 ,141.094,5.9
 0.559 ,122.354,6.4
 1.160 ,122.367,5.4
39.472 ,143.311,5.3
 3.109 ,130.188,5.4
14.118 , 14.130,5.5
13.361 ,167.385,6.6
41.437 ,125.232,6.3
40.141 ,124.209,6.0
41.364 ,125.304,7.1
46.572 , 85.200,5.2
14.326 ,166.574,5.0
21.197 ,174.158,5.5
42.095 ,144.473,5.9
 6.559 , 94.349,5.6
 6.533 , 94.403,5.8
35.194 ,133.112,5.8
78.564 ,  3.256,5.0
42.174 ,143.073,5.2
33.412 ,138.497,6.2
15.104 ,120.264,5.1
12.500 ,143.544,5.6
12.389 ,144.065,5.7
16.097 ,173.077,5.7
 9.181 ,158.365,5.2
 3.215 ,137.337,6.4
 5.519 ,151.051,6.7
22.276 ,121.269,5.2
17.050 ,167.568,5.7
44.562 ,149.106,6.1
 2.458 ,153.040,5.0
13.403 ,166.361,6.2
 2.263 ,127.451,5.6
 9.031 ,158.294,7.1
 9.006 ,158.365,6.3
32.423 ,142.191,5.3
 4.323 ,135.255,5.8
15.122 ,173.434,6.0
42.565 ,145.058,5.3
44.211 ,149.350,5.9
30.443 , 78.475,7.1
33.227 ,135.161,5.3
37.084 ,142.085,5.2
51.174 ,178.206,5.1
43.124 ,144.264,5.2
36.032 ,141.203,5.0
33.554 ,131.099,5.6
 1.149 ,122.054,5.6
30.066 ,177.592,6.5
